Sname,Jname,family,Jfamily,genus,Jgenus,Mizukoku
Icelus mandibularis,ウケクチコオリカジカ,Cottidae,カジカ科,Icelus,,-
Icelus mororanis,ウスジリカジカ,Cottidae,カジカ科,Icelus,,-
Icelus ochotensis,コブコオリカジカ,Cottidae,カジカ科,Icelus,,-
Icelus perminovi,フサコオリカジカ,Cottidae,カジカ科,Icelus,,-
Icelus sekii,ラウスカジカ,Cottidae,カジカ科,Icelus,,-
Icelus stenosomus,ヤセコオリカジカ,Cottidae,カジカ科,Icelus,,-
Icelus toyamensis,トミカジカ,Cottidae,カジカ科,Icelus,,-
Ichthyapus acutirostris,トガリウミヘビ,-,-,Ichthyapus,,-
Ichthyapus keramanus,ケラマウミヘビ,-,-,Ichthyapus,,-
Ichthyococcus elongatus,シンジュエソ,Phosichthyidae,ギンハダカ科,Ichthyococcus,,-
Ichthyscopus pollicaris,サツオミシマ,Uranoscopidae,ミシマオコゼ科,Ichthyscopus,サツオミシマ属,-
Icichthys lockingtoni,クロメダイ,Centrolophidae,イボダイ科,Icichthys,クロメダイ属,-
Icosteus aenigmaticus,イレズミコンニャクアジ,Icosteidae,イレズミコンニャクアジ科,Icosteus,イレズミコンニャクアジ属,-
Ictalurus punctatus,チャネルキャットフィッシュ,Ictaluridae,アメリカナマズ科,Ictalurus,アメリカナマズ属,29317
Ictalurus sp.,アメリカナマズ属の一種,Ictaluridae,アメリカナマズ科,Ictalurus,アメリカナマズ属,-
Idiacanthus antrostomus,ミツマタヤリウオ,Stomiidae,ワニトカゲギス科,Idiacanthus,,-
Idiacanthus fasciola,ナンヨウミツマタヤリウオ,Stomiidae,ワニトカゲギス科,Idiacanthus,,-
Idiastion pacificum,カクレカサゴ,Scorpaenidae,フサカサゴ科,Idiastion,,-
Idiolychnus urolampus,オジロハダカ,-,-,Idiolychnus,,-
Ijimaia dofleini,オオシャチブリ,Ateleopodidae,シャチブリ科,Ijimaia,,-
Iksookimia koreensis,Iksookimia属の一種,Cobitidae,ドジョウ科,Iksookimia,Iksookimia属,-
Iksookimia longicorpa,Iksookimia属の一種,Cobitidae,ドジョウ科,Iksookimia,Iksookimia属,-
Iksookimia pacifica,Iksookimia属の一種,Cobitidae,ドジョウ科,Iksookimia,Iksookimia属,-
Iksookimia pumila,Iksookimia属の一種,Cobitidae,ドジョウ科,Iksookimia,Iksookimia属,-
Iksookimia yongdokensis,Iksookimia属の一種,Cobitidae,ドジョウ科,Iksookimia,Iksookimia属,-
Ilisha elongata,ヒラ,Clupeidae,ニシン科,Ilisha,ヒラ属,29162
Ilyophis brunneus,リュウキュウホラアナゴ,Synaphobranchidae,ホラアナゴ科,Ilyophis,,-
Ilyophis nigeli,ユキホラアナゴ,Synaphobranchidae,ホラアナゴ科,Ilyophis,,-
Inegocia japonica,トカゲゴチ,Platycephalidae,コチ科,Inegocia,トカゲゴチ属,29505
Inegocia ochiaii,ワニゴチ,Platycephalidae,コチ科,Inegocia,トカゲゴチ属,-
Iniistius aneitensis,ハゲヒラベラ,Labridae,ベラ科,Iniistius,Iniistius属,-
Iniistius celebicus,ホウキボシテンス,Labridae,ベラ科,Iniistius,Iniistius属,-
Iniistius dea,テンス,Labridae,ベラ科,Iniistius,Iniistius属,-
Iniistius evides,ホシヒラベラ,Labridae,ベラ科,Iniistius,Iniistius属,-
Iniistius geisha,クロブチテンス,Labridae,ベラ科,Iniistius,Iniistius属,-
Iniistius melanopus,モンヒラベラ,Labridae,ベラ科,Iniistius,Iniistius属,-
Iniistius pavo,ホシテンス,Labridae,ベラ科,Iniistius,Iniistius属,-
Iniistius pentadactylus,ヒラベラ,Labridae,ベラ科,Iniistius,Iniistius属,-
Iniistius twistii,ヒノマルテンス,Labridae,ベラ科,Iniistius,Iniistius属,-
Iniistius verrens,バラヒラベラ,Labridae,ベラ科,Iniistius,Iniistius属,-
Inimicus cuvieri,オニオコゼ属の一種,Synanceiidae,オニオコゼ科,Inimicus,オニオコゼ属,-
Inimicus didactylus,ヒメオニオコゼ,Synanceiidae,オニオコゼ科,Inimicus,オニオコゼ属,-
Inimicus japonicus,オニオコゼ,Synanceiidae,オニオコゼ科,Inimicus,オニオコゼ属,29497
Inimicus sinensis,スポッテッドグール,Synanceiidae,オニオコゼ科,Inimicus,オニオコゼ属,-
Insidiator meerdervoortii,メゴチ,-,-,Insidiator,,29510
Inu ama,アマハゼ,Gobiidae,ハゼ科,Inu,,-
Inu koma,コマハゼ,Gobiidae,ハゼ科,Inu,,-
Inu saikaiensis,ヒゲミミズハゼ,Gobiidae,ハゼ科,Inu,,-
Inu sp.1,クロコマハゼ,Gobiidae,ハゼ科,Inu,,-
Inu sp.2,フトオビコマハゼ,Gobiidae,ハゼ科,Inu,,-
Iracundus signifer,ハタタテカサゴ,-,-,Iracundus,,-
Ischikauia steenackeri,ワタカ,Cyprinidae,コイ科,Ischikauia,ワタカ属,29216
Isistius brasiliensis,ダルマザメ,Dalatiidae,ヨロイザメ科,Isistius,,-
Isistius plutodus,コヒレダルマザメ,Dalatiidae,ヨロイザメ科,Isistius,,-
Iso flosmaris,ナミノハナ,-,-,Iso,ナミノハナ属,29445
Iso hawaiiensis,ナミノハナ属の一種,-,-,Iso,ナミノハナ属,-
Isopsetta isolepis,Isopsetta属の一種,Pleuronectidae,カレイ科,Isopsetta,Isopsetta属,-
Istiblennius dussumieri,カエルウオモドキ,Blenniidae,イソギンポ科,Istiblennius,カエルウオ属,29795
Istiblennius edentulus,ニセカエルウオ,Blenniidae,イソギンポ科,Istiblennius,カエルウオ属,29797
Istiblennius enosimae,カエルウオ,Blenniidae,イソギンポ科,Istiblennius,カエルウオ属,29796
Istiblennius lineatus,センカエルウオ,Blenniidae,イソギンポ科,Istiblennius,カエルウオ属,29794
Istigobius campbelli,クツワハゼ,Gobiidae,ハゼ科,Istigobius,クツワハゼ属,29999
Istigobius decoratus,ホシカザリハゼ,Gobiidae,ハゼ科,Istigobius,クツワハゼ属,-
Istigobius goldmanni,ヒメカザリハゼ,Gobiidae,ハゼ科,Istigobius,クツワハゼ属,-
Istigobius hoshinonis,ホシノハゼ,Gobiidae,ハゼ科,Istigobius,クツワハゼ属,-
Istigobius nigroocellatus,オキカザリハゼ,Gobiidae,ハゼ科,Istigobius,クツワハゼ属,-
Istigobius ornatus,カザリハゼ,Gobiidae,ハゼ科,Istigobius,クツワハゼ属,29998
Istigobius rigilius,マダラカザリハゼ,Gobiidae,ハゼ科,Istigobius,クツワハゼ属,-
Istigobius sp.,クツワハゼ属の一種,Gobiidae,ハゼ科,Istigobius,クツワハゼ属,-
Istiompax indica,シロカジキ,Istiophoridae,マカジキ科,Istiompax,シロカジキ属,-
Istiophorus albicans,バショウカジキ属の一種,Istiophoridae,マカジキ科,Istiophorus,バショウカジキ属,-
Istiophorus platypterus,バショウカジキ,Istiophoridae,マカジキ科,Istiophorus,バショウカジキ属,30058
Isurus oxyrinchus,アオザメ,Lamnidae,ネズミザメ科,Isurus,,-
Isurus paucus,バケアオザメ,Lamnidae,ネズミザメ科,Isurus,,-
Japonoconger sivicolus,ミナミアナゴ,-,-,Japonoconger,ミナミアナゴ属,-
Japonolaeops dentatus,ヒナダルマガレイ,Bothidae,ダルマガレイ科,Japonolaeops,,-
Japonolycodes abei,アベゲンゲ,-,-,Japonolycodes,アベゲンゲ属,-
Jaydia albomarginata,シロヘリテンジクダイ,Apogonidae,テンジクダイ科,Jaydia,ツマグロイシモチ属,-
Jaydia carinata,マトイシモチ,Apogonidae,テンジクダイ科,Jaydia,ツマグロイシモチ属,-
Jaydia lineata,テンジクダイ,Apogonidae,テンジクダイ科,Jaydia,ツマグロイシモチ属,29554
Jaydia truncata,ツマグロイシモチ,Apogonidae,テンジクダイ科,Jaydia,ツマグロイシモチ属,-
Johnius amblycephalus,ヒゲイシモチ,Sciaenidae,ニベ科,Johnius,コニベ属,-
Johnius distinctus,アブラグチ,Sciaenidae,ニベ科,Johnius,コニベ属,-
Johnius grypotus,コニベ,Sciaenidae,ニベ科,Johnius,コニベ属,-
Johnius sp.n.,コニベ属の一種,Sciaenidae,ニベ科,Johnius,コニベ属,-
Kaiwarinus equula,カイワリ,Carangidae,アジ科,Kaiwarinus,カイワリ属,29575
Kajikia albida,ニシマカジキ,Istiophoridae,マカジキ科,Kajikia,,-
Kajikia audax,マカジキ,Istiophoridae,マカジキ科,Kajikia,,-
Kali colubrina,ジャグチボウズギス,Chiasmodontidae,クロボウズギス科,Kali,ワニグチボウズギス属,-
Kali indica,ワニグチボウズギス,Chiasmodontidae,クロボウズギス科,Kali,ワニグチボウズギス属,-
Kali macrura,コワモテワニグチボウズギス,Chiasmodontidae,クロボウズギス科,Kali,ワニグチボウズギス属,-
Kamoharaia megastoma,ワニガレイ,-,-,Kamoharaia,,-
Kanekonia florida,ハナチゴオコゼ,-,-,Kanekonia,,-
Kareius bicoloratus,イシガレイ,Pleuronectidae,カレイ科,Kareius,イシガレイ属,30085
Katsuwonus pelamis,カツオ,Scombridae,サバ科,Katsuwonus,カツオ属,-
Kaupichthys atronasus,クロヒゲイワアナゴ,Chlopsidae,イワアナゴ科,Kaupichthys,イワアナゴ属,-
Kaupichthys hyoproroides,イワアナゴ属の一種,Chlopsidae,イワアナゴ科,Kaupichthys,イワアナゴ属,-
Kaupichthys japonicus,イワアナゴ,Chlopsidae,イワアナゴ科,Kaupichthys,イワアナゴ属,-
Kelloggella cardinalis,アカヒレハダカハゼ,Gobiidae,ハゼ科,Kelloggella,ハダカハゼ属,-
Kelloggella quindecimfasciata,ハダカハゼ,Gobiidae,ハゼ科,Kelloggella,ハダカハゼ属,-
Kentrocapros aculeatus,イトマキフグ,Ostraciidae,ハコフグ科,Kentrocapros,,-
Kentrocapros flavofasciatus,キスジイトマキフグ,Ostraciidae,ハコフグ科,Kentrocapros,,-
Kichulchoia brevifasciata,Kichulchoia属の一種,Cobitidae,ドジョウ科,Kichulchoia,Kichulchoia属,-
Kichulchoia multifasciata,コウライヨコシマドジョウ,Cobitidae,ドジョウ科,Kichulchoia,Kichulchoia属,-
Kimberleyeleotris hutchinsi,Kimberleyeleotris属の一種,-,-,Kimberleyeleotris,Kimberleyeleotris属,-
Kochichthys flavofasciatus,キスジトラギス,-,-,Kochichthys,キスジトラギス属,-
Konia dikume,Konia属の一種,Cichlidae,カワスズメ科,Konia,Konia属,-
Konosirus punctatus,コノシロ,Clupeidae,ニシン科,Konosirus,コノシロ属,29169
Kopua minima,ヨザクラウバウオ,Gobiesocidae,ウバウオ科,Kopua,,-
Kopua vermiculata,ミサキヨザクラウバウオ,Gobiesocidae,ウバウオ科,Kopua,,-
Kopua yoko,ヨウコウヨザクラウバウオ,Gobiesocidae,ウバウオ科,Kopua,,-
Koumansetta hectori,キンセンハゼ,Poeciliidae,カダヤシ科,Koumansetta,,-
Kraemeria cunicularia,リュウキュウナミノコハゼ,Kraemeriidae,スナハゼ科,Kraemeria,スナハゼ属,30034
Kraemeria sexradiata,スナハゼ,Kraemeriidae,スナハゼ科,Kraemeria,スナハゼ属,-
Kraemeria tongaensis,トンガスナハゼ,Kraemeriidae,スナハゼ科,Kraemeria,スナハゼ属,30033
Krefftichthys anderssoni,の一種,Myctophidae,ハダカイワシ科,Krefftichthys,,-
Krusensterniella maculata,アイハレガジ,-,-,Krusensterniella,ハレガジ属,-
Krusensterniella multispinosa,トゲゲンゲ,-,-,Krusensterniella,ハレガジ属,-
Krusensterniella notabilis,ハレガジ,-,-,Krusensterniella,ハレガジ属,-
Kuhlia marginata,ユゴイ,-,-,Kuhlia,ユゴイ属,29719
Kuhlia mugil,ギンユゴイ,-,-,Kuhlia,ユゴイ属,29716
Kuhlia munda,トゲナガユゴイ,-,-,Kuhlia,ユゴイ属,29718
Kuhlia rupestris,オオクチユゴイ,-,-,Kuhlia,ユゴイ属,29717
Kumba japonica,カガミヒゲ,-,-,Kumba,,-
Kumococius rodericensis,クモゴチ,Platycephalidae,コチ科,Kumococius,,-
Kuronezumia dara,スルガネズミダラ,-,-,Kuronezumia,,-
Kyphosus analogus,ブルーブロンズチャブ,Kyphosidae,イスズミ科,Kyphosus,イスズミ属,-
Kyphosus bigibbus,ノトイスズミ,Kyphosidae,イスズミ科,Kyphosus,イスズミ属,-
Kyphosus cinerascens,テンジクイサキ,Kyphosidae,イスズミ科,Kyphosus,イスズミ属,29723
Kyphosus incisor,イスズミ属の一種,Kyphosidae,イスズミ科,Kyphosus,イスズミ属,-
Kyphosus ocyurus,コシナガイスズミ,Kyphosidae,イスズミ科,Kyphosus,イスズミ属,-
Kyphosus pacificus,ミナミイスズミ,Kyphosidae,イスズミ科,Kyphosus,イスズミ属,29724
Kyphosus sydneyanus,シルバードラマー,Kyphosidae,イスズミ科,Kyphosus,イスズミ属,-
Kyphosus vaigiensis,イスズミ,Kyphosidae,イスズミ科,Kyphosus,イスズミ属,29722
Labeo altivelis,ラベオ属の一種,Cyprinidae,コイ科,Labeo,ラベオ属,-
Labeo congoro,ラベオ属の一種,Cyprinidae,コイ科,Labeo,ラベオ属,-
Labeo coubie,ラベオ属の一種,Cyprinidae,コイ科,Labeo,ラベオ属,-
Labeo cyclorhynchus,ラベオ属の一種,Cyprinidae,コイ科,Labeo,ラベオ属,-
Labeo cylindricus,ラベオ属の一種,Cyprinidae,コイ科,Labeo,ラベオ属,-
Labeo lineatus,ラベオ属の一種,Cyprinidae,コイ科,Labeo,ラベオ属,-
Labeo parvus,ラベオ属の一種,Cyprinidae,コイ科,Labeo,ラベオ属,-
Labeo sp.,ラベオ属の一種,Cyprinidae,コイ科,Labeo,ラベオ属,-
Labeo weeksii,ラベオ属の一種,Cyprinidae,コイ科,Labeo,ラベオ属,-
Labracinus cyclophthalmus,メギス,Pseudochromidae,メギス科,Labracinus,メギス属,29534
Labracinus sp.,メギス属の一種,Pseudochromidae,メギス科,Labracinus,メギス属,-
Labracoglossa argenteiventris,タカベ,Kyphosidae,イスズミ科,Labracoglossa,タカベ属,-
Labracoglossa argentiventris,タカベ,Kyphosidae,イスズミ科,Labracoglossa,タカベ属,-
Labrichthys unilineatus,クロベラ,Labridae,ベラ科,Labrichthys,クロベラ属,-
Labroides bicolor,ソメワケベラ,Labridae,ベラ科,Labroides,ソメワケベラ属,-
Labroides dimidiatus,ホンソメワケベラ,Labridae,ベラ科,Labroides,ソメワケベラ属,29734
Labroides pectoralis,スミツキソメワケベラ,Labridae,ベラ科,Labroides,ソメワケベラ属,-
Labroides rubrolabiatus,クチベニソメワケベラ,Labridae,ベラ科,Labroides,ソメワケベラ属,-
Labropsis manabei,マナベベラ,Labridae,ベラ科,Labropsis,マナベベラ属,-
Labropsis xanthonota,ミヤケベラ,Labridae,ベラ科,Labropsis,マナベベラ属,-
Lactarius lactarius,アクタウオ,Lactariidae,アカタチウオ科,Lactarius,アクタウオ属,-
Lactoria cornuta,コンゴウフグ,Ostraciidae,ハコフグ科,Lactoria,コンゴウフグ属,30120
Lactoria diaphana,ウミスズメ,Ostraciidae,ハコフグ科,Lactoria,コンゴウフグ属,-
Lactoria fornasini,シマウミスズメ,Ostraciidae,ハコフグ科,Lactoria,コンゴウフグ属,-
Laemonema longipes,イトヒキダラ,Moridae,チゴダラ科,Laemonema,イトヒキダラ属,-
Laemonema rhodochir,パラオイトヒキダラ,Moridae,チゴダラ科,Laemonema,イトヒキダラ属,-
Laemonema robustum,クロダラ,Moridae,チゴダラ科,Laemonema,イトヒキダラ属,-
Laeops kitaharae,ヤリガレイ,Bothidae,ダルマガレイ科,Laeops,,-
Laeops nigromaculatus von,ホシヤリガレイ,Bothidae,ダルマガレイ科,Laeops,,-
Lagocephalus cheesemanii,クロサバフグ,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,-
Lagocephalus gloveri,クロサバフグ,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,-
Lagocephalus guentheri,オキサバフグ,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,-
Lagocephalus inermis,カナフグ,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,-
Lagocephalus laevigatus,シロカナフグ,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,-
Lagocephalus lagocephalus,クマサカフグ,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,-
Lagocephalus lunaris,ドクサバフグ,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,-
Lagocephalus sceleratus,センニンフグ,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,-
Lagocephalus sp.,サバフグ属の一種,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,-
Lagocephalus spadiceus,シロサバフグ,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,30141
Lagocephalus suezensis,カイユウセンニンフグ,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,-
Lagocephalus wheeleri,シロサバフグ,Tetraodontidae,フグ科,Lagocephalus,サバフグ属,30141
Lagodon rhomboides,ピンフィッシュ,-,-,Lagodon,Lagodon属,-
Laiphognathus longispinis,マダラギンポ,-,-,Laiphognathus,マダラギンポ属,-
Laiphognathus multimaculatus,マダラギンポ,-,-,Laiphognathus,マダラギンポ属,-
Lamna ditropis,ネズミザメ,Lamnidae,ネズミザメ科,Lamna,,-
Lamnostoma mindorum,カワウミヘビ,Ophichthidae,ウミヘビ科,Lamnostoma,ハクテンウミヘビ属,-
Lamnostoma polyophthalmum,ハクテンウミヘビ,Ophichthidae,ウミヘビ科,Lamnostoma,ハクテンウミヘビ属,29144
Lampadena luminosa,カガミイワシ,Myctophidae,ハダカイワシ科,Lampadena,カガミイワシ属,-
Lampadena urophaos urophaos,ホタルビハダカ,Myctophidae,ハダカイワシ科,Lampadena,カガミイワシ属,-
Lampadena yaquinae,サンコウハダカ,Myctophidae,ハダカイワシ科,Lampadena,カガミイワシ属,-
Lampanyctus acanthurus,オオメニジハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus alatus,トミハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus bensoni,ビンチョハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus festivus,ニジハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus jordani,マメハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus niger,トンガリハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus nobilis,ホソトンガリハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus regalis,ミカドハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus simulator,ホソマメハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus sp.,トミハダカ属の一種,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus sp.2,ナミトゲハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus steinbecki,スタインハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus tenuiformis,ネッタイニジハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampanyctus turneri,カタハダカ,Myctophidae,ハダカイワシ科,Lampanyctus,トミハダカ属,-
Lampetra aepyptera,Lampetra属の一種,Petromyzontidae,ヤツメウナギ科,Lampetra,Lampetra属,-
